70003	1274	13540
70007	4515	177
70007	4515	4730
70007	4515	2875
70007	4515	317
70007	177	4730
70007	177	2875
70007	177	317
70007	4730	2875
70007	4730	317
70007	2875	317
70082	643	613
70082	643	3274
70082	643	3532
70082	643	3792
70082	643	6296
70082	643	6074
70082	613	3274
70082	613	3532
70082	613	3792
70082	613	6296
70082	613	6074
70082	3274	3532
70082	3274	3792
70082	3274	6296
70082	3274	6074
70082	3532	3792
70082	3532	6296
70082	3532	6074
70082	3792	6296
70082	3792	6074
70082	6296	6074
70087	166	2998
70100	648	59
70121	1415	5393
70133	8620	8621
70133	8620	9103
70133	8620	9653
70133	8620	9654
70133	8620	20031
70133	8621	9103
70133	8621	9653
70133	8621	9654
70133	8621	20031
70133	9103	9653
70133	9103	9654
70133	9103	20031
70133	9653	9654
70133	9653	20031
70133	9654	20031
70139	1794	133
70139	1794	17927
70139	1794	9739
70139	1794	7056
70139	1794	3089
70139	1794	9107
70139	1794	2200
70139	1794	10139
70139	1794	1821
70139	1794	419
70139	1794	20136
70139	1794	20138
70139	1794	20139
70139	1794	20141
70139	1794	6450
70139	1794	6451
70139	1794	6452
70139	1794	6197
70139	1794	6198
70139	1794	7735
70139	1794	17728
70139	1794	9026
70139	1794	15043
70139	1794	3526
70139	1794	5707
70139	1794	2766
70139	1794	2767
70139	1794	720
70139	1794	2903
70139	1794	6748
70139	1794	5725
70139	1794	6749
70139	1794	7394
70139	1794	4323
70139	1794	7395
70139	1794	7396
70139	1794	1277
70139	1794	3071
70139	133	17927
70139	133	9739
70139	133	7056
70139	133	3089
70139	133	9107
70139	133	2200
70139	133	10139
70139	133	1821
70139	133	419
70139	133	20136
70139	133	20138
70139	133	20139
70139	133	20141
70139	133	6450
70139	133	6451
70139	133	6452
70139	133	6197
70139	133	6198
70139	133	7735
70139	133	17728
70139	133	9026
70139	133	15043
70139	133	3526
70139	133	5707
70139	133	2766
70139	133	2767
70139	133	720
70139	133	2903
70139	133	6748
70139	133	5725
70139	133	6749
70139	133	7394
70139	133	4323
70139	133	7395
70139	133	7396
70139	133	1277
70139	133	3071
70139	17927	9739
70139	17927	7056
70139	17927	3089
70139	17927	9107
70139	17927	2200
70139	17927	10139
70139	17927	1821
70139	17927	419
70139	17927	20136
70139	17927	20138
70139	17927	20139
70139	17927	20141
70139	17927	6450
70139	17927	6451
70139	17927	6452
70139	17927	6197
70139	17927	6198
70139	17927	7735
70139	17927	17728
70139	17927	9026
70139	17927	15043
70139	17927	3526
70139	17927	5707
70139	17927	2766
70139	17927	2767
70139	17927	720
70139	17927	2903
70139	17927	6748
70139	17927	5725
70139	17927	6749
70139	17927	7394
70139	17927	4323
70139	17927	7395
70139	17927	7396
70139	17927	1277
70139	17927	3071
70139	9739	7056
70139	9739	3089
70139	9739	9107
70139	9739	2200
70139	9739	10139
70139	9739	1821
70139	9739	419
70139	9739	20136
70139	9739	20138
70139	9739	20139
70139	9739	20141
70139	9739	6450
70139	9739	6451
70139	9739	6452
70139	9739	6197
70139	9739	6198
70139	9739	7735
70139	9739	17728
70139	9739	9026
70139	9739	15043
70139	9739	3526
70139	9739	5707
70139	9739	2766
70139	9739	2767
70139	9739	720
70139	9739	2903
70139	9739	6748
70139	9739	5725
70139	9739	6749
70139	9739	7394
70139	9739	4323
70139	9739	7395
70139	9739	7396
70139	9739	1277
70139	9739	3071
70139	7056	3089
70139	7056	9107
70139	7056	2200
70139	7056	10139
70139	7056	1821
70139	7056	419
70139	7056	20136
70139	7056	20138
70139	7056	20139
70139	7056	20141
70139	7056	6450
70139	7056	6451
70139	7056	6452
70139	7056	6197
70139	7056	6198
70139	7056	7735
70139	7056	17728
70139	7056	9026
70139	7056	15043
70139	7056	3526
70139	7056	5707
70139	7056	2766
70139	7056	2767
70139	7056	720
70139	7056	2903
70139	7056	6748
70139	7056	5725
70139	7056	6749
70139	7056	7394
70139	7056	4323
70139	7056	7395
70139	7056	7396
70139	7056	1277
70139	7056	3071
70139	3089	9107
70139	3089	2200
70139	3089	10139
70139	3089	1821
70139	3089	419
70139	3089	20136
70139	3089	20138
70139	3089	20139
70139	3089	20141
70139	3089	6450
70139	3089	6451
70139	3089	6452
70139	3089	6197
70139	3089	6198
70139	3089	7735
70139	3089	17728
70139	3089	9026
70139	3089	15043
70139	3089	3526
70139	3089	5707
70139	3089	2766
70139	3089	2767
70139	3089	720
70139	3089	2903
70139	3089	6748
70139	3089	5725
70139	3089	6749
70139	3089	7394
70139	3089	4323
70139	3089	7395
70139	3089	7396
70139	3089	1277
70139	3089	3071
70139	9107	2200
70139	9107	10139
70139	9107	1821
70139	9107	419
70139	9107	20136
70139	9107	20138
70139	9107	20139
70139	9107	20141
70139	9107	6450
70139	9107	6451
70139	9107	6452
70139	9107	6197
70139	9107	6198
70139	9107	7735
70139	9107	17728
70139	9107	9026
70139	9107	15043
70139	9107	3526
70139	9107	5707
70139	9107	2766
70139	9107	2767
70139	9107	720
70139	9107	2903
70139	9107	6748
70139	9107	5725
70139	9107	6749
70139	9107	7394
70139	9107	4323
70139	9107	7395
70139	9107	7396
70139	9107	1277
70139	9107	3071
70139	2200	10139
70139	2200	1821
70139	2200	419
70139	2200	20136
70139	2200	20138
70139	2200	20139
70139	2200	20141
70139	2200	6450
70139	2200	6451
70139	2200	6452
70139	2200	6197
70139	2200	6198
70139	2200	7735
70139	2200	17728
70139	2200	9026
70139	2200	15043
70139	2200	3526
70139	2200	5707
70139	2200	2766
70139	2200	2767
70139	2200	720
70139	2200	2903
70139	2200	6748
70139	2200	5725
70139	2200	6749
70139	2200	7394
70139	2200	4323
70139	2200	7395
70139	2200	7396
70139	2200	1277
70139	2200	3071
70139	10139	1821
70139	10139	419
70139	10139	20136
70139	10139	20138
70139	10139	20139
70139	10139	20141
70139	10139	6450
70139	10139	6451
70139	10139	6452
70139	10139	6197
70139	10139	6198
70139	10139	7735
70139	10139	17728
70139	10139	9026
70139	10139	15043
70139	10139	3526
70139	10139	5707
70139	10139	2766
70139	10139	2767
70139	10139	720
70139	10139	2903
70139	10139	6748
70139	10139	5725
70139	10139	6749
70139	10139	7394
70139	10139	4323
70139	10139	7395
70139	10139	7396
70139	10139	1277
70139	10139	3071
70139	1821	419
70139	1821	20136
70139	1821	20138
70139	1821	20139
70139	1821	20141
70139	1821	6450
70139	1821	6451
70139	1821	6452
70139	1821	6197
70139	1821	6198
70139	1821	7735
70139	1821	17728
70139	1821	9026
70139	1821	15043
70139	1821	3526
70139	1821	5707
70139	1821	2766
70139	1821	2767
70139	1821	720
70139	1821	2903
70139	1821	6748
70139	1821	5725
70139	1821	6749
70139	1821	7394
70139	1821	4323
70139	1821	7395
70139	1821	7396
70139	1821	1277
70139	1821	3071
70139	419	20136
70139	419	20138
70139	419	20139
70139	419	20141
70139	419	6450
70139	419	6451
70139	419	6452
70139	419	6197
70139	419	6198
70139	419	7735
70139	419	17728
70139	419	9026
70139	419	15043
70139	419	3526
70139	419	5707
70139	419	2766
70139	419	2767
70139	419	720
70139	419	2903
70139	419	6748
